ID,Text Sample,Contains Racial Undertone,Bias Type,Classification Type,Source
1721,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1722,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1723,They all look the same,Yes,Racism,Biased,Synthetic
1724,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1725,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1726,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1727,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1728,They all look the same,Yes,Racism,Biased,Synthetic
1729,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1730,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1731,They all look the same,Yes,Racism,Biased,Synthetic
1732,They all look the same,Yes,Racism,Biased,Synthetic
1733,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1734,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1735,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1736,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1737,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1738,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1739,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1740,They all look the same,Yes,Racism,Biased,Synthetic
1741,They all look the same,Yes,Racism,Biased,Synthetic
1742,They all look the same,Yes,Racism,Biased,Synthetic
1743,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1744,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1745,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1746,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1747,They all look the same,Yes,Racism,Biased,Synthetic
1748,I don't trust that ethnic group,Yes,Racism,Biased,Synthetic
1749,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1750,People from that race are aggressive,Yes,Racism,Biased,Synthetic
1751,They can't contribute effectively,No,Ableism,Biased,Synthetic
1752,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1753,They can't contribute effectively,No,Ableism,Biased,Synthetic
1754,Disabled people are dependent,No,Ableism,Biased,Synthetic
1755,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1756,They can't contribute effectively,No,Ableism,Biased,Synthetic
1757,They can't contribute effectively,No,Ableism,Biased,Synthetic
1758,Disabled people are dependent,No,Ableism,Biased,Synthetic
1759,Disabled people are dependent,No,Ableism,Biased,Synthetic
1760,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1761,Disabled people are dependent,No,Ableism,Biased,Synthetic
1762,They can't contribute effectively,No,Ableism,Biased,Synthetic
1763,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1764,They can't contribute effectively,No,Ableism,Biased,Synthetic
1765,Disabled people are dependent,No,Ableism,Biased,Synthetic
1766,Disabled people are dependent,No,Ableism,Biased,Synthetic
1767,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1768,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1769,Disabled people are dependent,No,Ableism,Biased,Synthetic
1770,Disabled people are dependent,No,Ableism,Biased,Synthetic
1771,They can't contribute effectively,No,Ableism,Biased,Synthetic
1772,Disabled people are dependent,No,Ableism,Biased,Synthetic
1773,They can't contribute effectively,No,Ableism,Biased,Synthetic
1774,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1775,Disabled people are dependent,No,Ableism,Biased,Synthetic
1776,Disabled people are dependent,No,Ableism,Biased,Synthetic
1777,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1778,Disabled people are dependent,No,Ableism,Biased,Synthetic
1779,They can't contribute effectively,No,Ableism,Biased,Synthetic
1780,They can't contribute effectively,No,Ableism,Biased,Synthetic
1781,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1782,Disabled people are dependent,No,Ableism,Biased,Synthetic
1783,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1784,They can't contribute effectively,No,Ableism,Biased,Synthetic
1785,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1786,Disabled people are dependent,No,Ableism,Biased,Synthetic
1787,They can't contribute effectively,No,Ableism,Biased,Synthetic
1788,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1789,They can't contribute effectively,No,Ableism,Biased,Synthetic
1790,They can't contribute effectively,No,Ableism,Biased,Synthetic
1791,Disabled people are dependent,No,Ableism,Biased,Synthetic
1792,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1793,Disabled people are dependent,No,Ableism,Biased,Synthetic
1794,Disabled people are dependent,No,Ableism,Biased,Synthetic
1795,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1796,They can't contribute effectively,No,Ableism,Biased,Synthetic
1797,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1798,Disabled people are dependent,No,Ableism,Biased,Synthetic
1799,Disabled people are dependent,No,Ableism,Biased,Synthetic
1800,They can't contribute effectively,No,Ableism,Biased,Synthetic
1801,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1802,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1803,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1804,Disabled people are dependent,No,Ableism,Biased,Synthetic
1805,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1806,Disabled people are dependent,No,Ableism,Biased,Synthetic
1807,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1808,They can't contribute effectively,No,Ableism,Biased,Synthetic
1809,They can't contribute effectively,No,Ableism,Biased,Synthetic
1810,They can't contribute effectively,No,Ableism,Biased,Synthetic
1811,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1812,Disabled people are dependent,No,Ableism,Biased,Synthetic
1813,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1814,Disabled people are dependent,No,Ableism,Biased,Synthetic
1815,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1816,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1817,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1818,Disabled people are dependent,No,Ableism,Biased,Synthetic
1819,They can't contribute effectively,No,Ableism,Biased,Synthetic
1820,Disabled people are dependent,No,Ableism,Biased,Synthetic
1821,Disabled people are dependent,No,Ableism,Biased,Synthetic
1822,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1823,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1824,Disabled people are dependent,No,Ableism,Biased,Synthetic
1825,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1826,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1827,They can't contribute effectively,No,Ableism,Biased,Synthetic
1828,Disabled people are dependent,No,Ableism,Biased,Synthetic
1829,Disabled people are dependent,No,Ableism,Biased,Synthetic
1830,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1831,Disabled people are dependent,No,Ableism,Biased,Synthetic
1832,Disabled people are dependent,No,Ableism,Biased,Synthetic
1833,They can't contribute effectively,No,Ableism,Biased,Synthetic
1834,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1835,Disabled people are dependent,No,Ableism,Biased,Synthetic
1836,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1837,They can't contribute effectively,No,Ableism,Biased,Synthetic
1838,They can't contribute effectively,No,Ableism,Biased,Synthetic
1839,They can't contribute effectively,No,Ableism,Biased,Synthetic
1840,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1841,Disabled people are dependent,No,Ableism,Biased,Synthetic
1842,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1843,Disabled people are dependent,No,Ableism,Biased,Synthetic
1844,They can't contribute effectively,No,Ableism,Biased,Synthetic
1845,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1846,Disabled people are dependent,No,Ableism,Biased,Synthetic
1847,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1848,Disabled people are dependent,No,Ableism,Biased,Synthetic
1849,They can't contribute effectively,No,Ableism,Biased,Synthetic
1850,They can't contribute effectively,No,Ableism,Biased,Synthetic
1851,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1852,Disabled people are dependent,No,Ableism,Biased,Synthetic
1853,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1854,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1855,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1856,They can't contribute effectively,No,Ableism,Biased,Synthetic
1857,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1858,Disabled people are dependent,No,Ableism,Biased,Synthetic
1859,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1860,Disabled people are dependent,No,Ableism,Biased,Synthetic
1861,Disabled people are dependent,No,Ableism,Biased,Synthetic
1862,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1863,Disabled people are dependent,No,Ableism,Biased,Synthetic
1864,Disabled people are dependent,No,Ableism,Biased,Synthetic
1865,Disabled people are dependent,No,Ableism,Biased,Synthetic
1866,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1867,Disabled people are dependent,No,Ableism,Biased,Synthetic
1868,Disabled people are dependent,No,Ableism,Biased,Synthetic
1869,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1870,They can't contribute effectively,No,Ableism,Biased,Synthetic
1871,They can't contribute effectively,No,Ableism,Biased,Synthetic
1872,Disabled people are dependent,No,Ableism,Biased,Synthetic
1873,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1874,Disabled people are dependent,No,Ableism,Biased,Synthetic
1875,They can't contribute effectively,No,Ableism,Biased,Synthetic
1876,Disabled people are dependent,No,Ableism,Biased,Synthetic
1877,They can't contribute effectively,No,Ableism,Biased,Synthetic
1878,They can't contribute effectively,No,Ableism,Biased,Synthetic
1879,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1880,Disabled people are dependent,No,Ableism,Biased,Synthetic
1881,Disabled people are dependent,No,Ableism,Biased,Synthetic
1882,They can't contribute effectively,No,Ableism,Biased,Synthetic
1883,Disabled people are dependent,No,Ableism,Biased,Synthetic
1884,They can't contribute effectively,No,Ableism,Biased,Synthetic
1885,Disabled people are dependent,No,Ableism,Biased,Synthetic
1886,They can't contribute effectively,No,Ableism,Biased,Synthetic
1887,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1888,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1889,Disabled people are dependent,No,Ableism,Biased,Synthetic
1890,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1891,Disabled people are dependent,No,Ableism,Biased,Synthetic
1892,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1893,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1894,Disabled people are dependent,No,Ableism,Biased,Synthetic
1895,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1896,Disabled people are dependent,No,Ableism,Biased,Synthetic
1897,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1898,Disabled people are dependent,No,Ableism,Biased,Synthetic
1899,Disabled people are dependent,No,Ableism,Biased,Synthetic
1900,Disabled people are dependent,No,Ableism,Biased,Synthetic
1901,Disabled people are dependent,No,Ableism,Biased,Synthetic
1902,Disabled people are dependent,No,Ableism,Biased,Synthetic
1903,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1904,Disabled people are dependent,No,Ableism,Biased,Synthetic
1905,They can't contribute effectively,No,Ableism,Biased,Synthetic
1906,Disabled people are dependent,No,Ableism,Biased,Synthetic
1907,Disabled people are dependent,No,Ableism,Biased,Synthetic
1908,Disabled people are dependent,No,Ableism,Biased,Synthetic
1909,They can't contribute effectively,No,Ableism,Biased,Synthetic
1910,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1911,They can't contribute effectively,No,Ableism,Biased,Synthetic
1912,They can't contribute effectively,No,Ableism,Biased,Synthetic
1913,Disabled people are dependent,No,Ableism,Biased,Synthetic
1914,They can't contribute effectively,No,Ableism,Biased,Synthetic
1915,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1916,Disabled people are dependent,No,Ableism,Biased,Synthetic
1917,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1918,Disabled people are dependent,No,Ableism,Biased,Synthetic
1919,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1920,Disabled people are dependent,No,Ableism,Biased,Synthetic
1921,Disabled people are dependent,No,Ableism,Biased,Synthetic
1922,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1923,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1924,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1925,Disabled people are dependent,No,Ableism,Biased,Synthetic
1926,Disabled people are dependent,No,Ableism,Biased,Synthetic
1927,Disabled people are dependent,No,Ableism,Biased,Synthetic
1928,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1929,Disabled people are dependent,No,Ableism,Biased,Synthetic
1930,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1931,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1932,Disabled people are dependent,No,Ableism,Biased,Synthetic
1933,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1934,They can't contribute effectively,No,Ableism,Biased,Synthetic
1935,Disabled people are dependent,No,Ableism,Biased,Synthetic
1936,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1937,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1938,They can't contribute effectively,No,Ableism,Biased,Synthetic
1939,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1940,Disabled people are dependent,No,Ableism,Biased,Synthetic
1941,Disabled people are dependent,No,Ableism,Biased,Synthetic
1942,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1943,They can't contribute effectively,No,Ableism,Biased,Synthetic
1944,They can't contribute effectively,No,Ableism,Biased,Synthetic
1945,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1946,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1947,Disabled people are dependent,No,Ableism,Biased,Synthetic
1948,Disabled people are dependent,No,Ableism,Biased,Synthetic
1949,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1950,Disabled people are dependent,No,Ableism,Biased,Synthetic
1951,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1952,Disabled people are dependent,No,Ableism,Biased,Synthetic
1953,They can't contribute effectively,No,Ableism,Biased,Synthetic
1954,They can't contribute effectively,No,Ableism,Biased,Synthetic
1955,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1956,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1957,You are smart for a disabled person,No,Ableism,Biased,Synthetic
1958,They can't contribute effectively,No,Ableism,Biased,Synthetic
1959,You are smart for a disabled person,No,Ableism,Biased,Synthetic
